DeltaTs,Gamma
9665,-0.1642
9661,0.2256
9656,0.6008
9651,-0.4994
9647,-1.5202
9646,1.3998
9643,1.3992
9642,-1.1718
9638,-0.8201
9633,0.7154
9629,-0.0807
9624,-0.0345
9619,0.6202
9615,-0.8175
9611,-1.412
9610,1.2679
9606,1.2458
9605,-1.5566
9601,-0.7886
9597,0.4242
9592,-0.1075
9587,-0.3421
9583,0.5836
9579,1.48
9578,-1.0723
9573,1.245
9569,0.8008
9565,-0.8688
9560,0.0692
9556,-0.1483
9551,-0.6548
9546,0.5713
9542,1.4885
9542,-1.3358
9538,-1.3982
9537,1.361
9533,0.749
9528,-0.672
9524,0.0743
9519,0.0971
9514,-0.6209
9510,0.8576
9505,-1.3687
9501,-0.9559
9497,0.9657
9492,-0.23
9487,0.2454
9483,0.541
9478,-0.4727
9474,-1.5625
9473,1.3438
9469,1.4473
9469,-1.1403
9465,-0.8523
9460,0.7739
9456,-0.1029
9451,0.0323
9446,0.6041
9442,-0.7415
9438,-1.4157
9437,1.2589
9433,1.3243
9432,-1.4751
9428,-0.7919
9424,0.5
9419,-0.1122
9414,-0.2684
9410,0.5746
9405,-1.0051
9401,1.2315
9397,0.8606
9392,-0.895
9387,0.1263
9383,-0.184
9378,-0.6055
9374,0.5298
9370,1.4998
9369,-1.297
9365,-1.4729
9364,1.3133
9360,0.7574
9356,-0.7554
9351,0.0802
9346,0.0136
9342,-0.6196
9337,0.7773
9333,-1.3693
9329,-1.0248
9328,1.4766
9324,0.9783
9319,-0.299
9315,0.2599
9310,0.4745
9306,-0.4532
9301,1.28
9297,1.4882
9296,-1.1156
9292,-0.8926
9288,0.8252
9283,-0.1321
9279,0.0943
9274,0.582
9269,-0.6694
9266,-1.4215
9265,1.2446
9261,1.4009
9260,-1.3977
9256,-0.7953
9252,0.5756
9247,-0.1155
9242,-0.1932
9238,0.5691
9233,-0.9345
9229,1.2227
9225,0.9262
9220,-0.9153
9215,0.1888
9211,-0.2133
9206,-0.5499
9202,0.4944
9198,1.5167
9197,-1.2511
9193,-1.5418
9192,1.2722
9189,0.7723
9184,-0.832
9179,0.0906
9175,-0.0655
9170,-0.6151
9165,0.6994
9161,-1.3677
9157,-1.0973
9156,1.4015
9152,0.9854
9148,-0.3722
9143,0.2688
9138,0.4035
9134,-0.4397
9129,1.2098
9125,1.5239
9125,-1.0968
9121,-0.9387
9116,0.8709
9112,-0.1681
9107,0.1497
9102,0.5541
9098,-0.6027
9094,-1.4308
9093,1.2255
9089,1.4741
9089,-1.3252
9085,-0.8017
9080,0.6495
9075,-0.1204
9071,-0.1187
9066,0.563
9062,-0.863
9057,1.2161
9053,0.9989
9049,-0.9291
9044,0.2599
9039,-0.2355
9035,-0.486
9030,0.4664
9026,1.5389
9026,-1.1993
9021,1.2368
9017,0.7914
9013,-0.904
9008,0.1059
9003,-0.1401
8999,-0.6069
8994,0.6255
8989,-1.3623
8986,-1.1694
8985,1.3295
8981,0.9908
8976,-0.4481
8972,0.2741
8967,0.328
8963,-0.4303
8958,1.1337
8953,-1.0839
8950,-0.9922
8945,0.9101
8940,-0.2112
8936,0.1987
8931,0.5184
8927,-0.5429
8923,-1.4443
8922,1.2001
8918,1.5428
8917,-1.2589
8914,-0.811
8909,0.7207
8904,-0.1262
8900,-0.0441
8895,0.5579
8891,-0.7904
8886,1.2106
8882,1.0752
8878,-0.9382
8873,0.3349
8868,-0.2529
8864,-0.4172
8859,0.4449
8855,-1.14
8850,1.209
8846,0.8182
8841,-0.9681
8837,0.1278
8832,-0.2079
8828,-0.593
8823,0.555
8819,-1.3529
8815,-1.2424
8814,1.26
8810,0.9944
8805,-0.5255
8801,0.2758
8796,0.2493
8792,-0.4248
8787,1.0536
8782,-1.0755
8779,-1.0519
8774,0.9426
8769,-0.2602
8765,0.2409
8760,0.4771
8756,-0.4903
8752,-1.4631
8751,1.1684
8746,-1.1989
8743,-0.8256
8738,0.7879
8733,-0.1376
8729,0.0275
8724,0.5496
8720,-0.7183
8715,1.2047
8711,1.1564
8710,-1.5291
8707,-0.9423
8702,0.417
8697,-0.2636
8693,-0.3424
8688,0.4293
8684,-1.0759
8679,1.1871
8675,0.8505
8671,-1.0264
8666,0.1552
8661,-0.2692
8657,-0.573
8652,0.4912
8648,-1.3383
8644,-1.3136
8643,1.1945
8639,0.9991
8634,-0.6028
8630,0.2776
8625,0.1683
8621,-0.4213
8616,0.9702
8612,-1.0699
8608,-1.117
8603,0.9683
8598,-0.3166
8594,0.2758
8589,0.4284
8585,-0.4453
8581,-1.4884
8580,1.1299
8575,-1.1469
8572,-0.8449
8567,0.8516
8562,-0.1522
8558,0.0968
8553,0.5386
8549,-0.6478
8544,1.1971
8540,1.2389
8539,-1.4594
8536,-0.9446
8531,0.5008
8526,-0.2711
8522,-0.2628
8517,0.4189
8513,-1.0056
8508,1.1714
8504,0.8909
8500,-1.0756
8495,0.1899
8490,-0.3234
8486,-0.5462
8481,0.433
8477,-1.3162
8473,-1.3835
8472,1.1337
8468,1.0047
8463,-0.6796
8459,0.2794
8454,0.0867
8450,-0.4194
8445,0.8836
8440,-1.0674
8437,-1.1862
8432,0.9884
8427,-0.3774
8423,0.3038
8418,0.3748
8414,-0.407
8410,-1.5199
8409,1.0855
8404,-1.1022
8400,-0.8724
8396,0.9089
8391,-0.1743
8387,0.1612
8382,0.5218
8377,-0.58
8373,1.1865
8369,1.3248
8368,-1.3891
8364,-0.9439
8360,0.589
8355,-0.2749
8351,-0.1799
8346,0.4133
8341,-0.932
8337,1.1606
8333,0.9363
8328,-1.1176
8324,0.2312
8319,-0.3696
8314,-0.513
8310,0.3818
8305,-1.2876
8301,-1.4492
8301,1.0789
8297,1.0141
8292,-0.7547
8287,0.2833
8283,0.0061
8278,-0.4161
8274,0.7974
8269,-1.0662
8265,-1.2592
8264,1.5417
8261,1.0029
8256,-0.4436
8251,0.3248
8247,0.3138
8242,-0.377
8237,1.0347
8233,-1.0645
8229,-0.9056
8224,0.9611
8220,-0.2021
8215,0.2221
8211,0.5002
8206,-0.516
8201,1.171
8197,1.4092
8197,-1.3222
8193,-0.9438
8188,0.6774
8184,-0.2774
8179,-0.0948
8174,0.4108
8170,-0.8543
8165,1.1545
8161,0.9885
8157,-1.1517
8152,0.2796
8147,-0.4079
8143,-0.471
8138,0.3372
8133,-1.2506
8130,-1.5113
8129,1.0303
8125,1.0277
8120,-0.8264
8116,0.2892
8111,-0.0738
8106,-0.4123
8102,0.7112
8097,-1.0645
8093,-1.3347
8093,1.4545
8089,1.0136
8084,-0.5125
8079,0.3418
8075,0.2494
8070,-0.3529
8065,0.9776
8061,-1.0342
8057,-0.9476
8052,1.006
8048,-0.2392
8043,0.2761
8038,0.4715
8034,-0.4558
8029,1.1508
8025,1.4942
8025,-1.2572
8021,-0.9438
8016,0.7667
8011,-0.2785
8007,-0.0093
8002,0.4102
7997,-0.7755
7993,1.1518
7989,1.0461
7988,-1.473
7984,-1.1786
7980,0.3341
7975,-0.4387
7970,-0.4226
7966,0.3004
7961,-1.2067
7956,0.9878
7953,1.0468
7948,-0.8938
7943,0.3008
7939,-0.1498
7934,-0.4047
7929,0.6271
7925,-1.061
7921,-1.4113
7920,1.3681
7916,1.0204
7912,-0.586
7907,0.3528
7902,0.18
7898,-0.3353
7893,0.9159
7888,-1.0113
7884,-0.9957
7880,1.0456
7875,-0.2822
7870,0.3249
7866,0.4355
7861,-0.4014
7856,1.1243
7852,-1.197
7848,-0.9471
7843,0.8534
7839,-0.2811
7834,0.0764
7829,0.4102
7825,-0.6954
7820,1.1503
7816,1.1087
7815,-1.4
7811,-1.1981
7807,0.3951
7802,-0.462
7797,-0.3662
7793,0.271
7788,-1.1538
7783,0.9528
7780,1.0709
7775,-0.957
7770,0.3163
7765,-0.2228
7761,-0.3936
7756,0.5451
7752,-1.0551
7748,-1.4873
7747,1.2845
7743,1.0264
7738,-0.6592
7734,0.3609
7729,0.1081
7724,-0.322
7720,0.8497
7715,-0.9939
7711,-1.0531
7706,1.0773
7702,-0.3343
7697,0.3671
7692,0.392
7688,-0.3527
7683,1.0908
7678,-1.1412
7674,-0.9528
7670,0.9379
7665,-0.2855
7660,0.1595
7656,0.4101
7651,-0.6154
7646,1.1501
7642,1.1751
7642,-1.3256
7638,-1.2118
7633,0.461
7628,-0.4787
7624,-0.3045
7619,0.2474
7614,-1.0945
7610,0.924
7606,1.1031
7601,-1.0145
7596,0.3393
7592,-0.2898
7587,-0.3761
7582,0.4683
7578,-1.0455
7573,1.2031
7569,1.0308
7564,-0.7341
7560,0.3664
7555,0.0334
7550,-0.3133
7545,0.7804
7541,-0.981
7537,-1.1156
7532,1.1035
7527,-0.3936
7523,0.4032
7518,0.3416
7513,-0.3108
7509,1.0507
7504,-1.0922
7500,-0.9636
7495,1.0183
7491,-0.2935
7486,0.24
7481,0.4067
7477,-0.537
7472,1.1482
7468,1.2444
7467,-1.2512
7463,-1.2209
7458,0.5318
7454,-0.4892
7449,-0.2349
7444,0.2308
7440,-1.0274
7435,0.9018
7431,1.1412
7426,-1.0658
7422,0.3671
7417,-0.3525
7412,-0.3543
7407,0.3967
7403,-1.0308
7398,1.1276
7394,1.0365
7389,-0.8071
7385,0.3724
7380,-0.0413
7375,-0.3063
7370,0.7077
7366,-0.9722
7362,-1.1855
7361,1.5194
7357,1.1227
7352,-0.4603
7348,0.4313
7343,0.2836
7338,-0.2754
7333,1.0036
7329,-1.0491
7325,-0.9795
7320,1.0937
7315,-0.3052
7311,0.3168
7306,0.4009
7301,-0.4608
7296,1.1448
7293,1.316
7292,-1.1774
7288,-1.2263
7283,0.6053
7278,-0.4961
7274,-0.1621
7269,0.219
7264,-0.9545
7259,0.8852
7255,1.1866
7251,-1.1098
7246,0.4033
7241,-0.4068
7237,-0.3256
7232,0.3313
7227,-1.011
7222,1.0571
7218,1.044
7214,-0.8798
7209,0.3783
7204,-0.1162
7199,-0.3003
7195,0.6346
7190,-0.9664
7186,-1.2601
7185,1.4489
7181,1.1367
7176,-0.5326
7172,0.454
7167,0.2189
7162,-0.2467
7158,0.9504
7153,-1.0119
7149,-1.0018
7144,1.1632
7139,-0.3236
7135,0.3881
7130,0.3893
7125,-0.389
7120,1.1363
7116,1.3882
7116,-1.1062
7112,-1.2292
7107,0.6827
7102,-0.4984
7097,-0.0835
7093,0.2122
7088,-0.8758
7083,0.8744
7079,1.237
7074,-1.1483
7070,0.4444
7065,-0.4555
7060,-0.2905
7055,0.2727
7051,-0.985
7046,0.9936
7042,1.0565
7037,-0.948
7032,0.387
7028,-0.1899
7023,-0.2937
7018,0.5608
7013,-0.9609
7009,-1.3402
7009,1.3761
7005,1.145
7000,-0.611
6995,0.471
6990,0.1482
6986,-0.2245
6981,0.8896
6976,-0.9818
6972,-1.0301
6967,1.2258
6962,-0.347
6958,0.4533
6953,0.3735
6948,-0.3207
6943,1.1241
6939,1.4603
6939,-1.0379
6935,-1.232
6930,0.7601
6925,-0.4996
6920,-0.0035
6916,0.2076
6911,-0.7934
6906,0.8677
6902,1.2949
6901,-1.5322
6897,-1.1791
6893,0.4932
6888,-0.4959
6883,-0.2483
6878,0.2222
6873,-0.9524
6869,0.9364
6865,1.0722
6860,-1.0132
6855,0.3991
6850,-0.2612
6846,-0.2861
6841,0.4878
6836,-0.9555
6832,-1.4227
6831,1.3025
6827,1.1502
6822,-0.6941
6818,0.4831
6813,0.0732
6808,-0.2077
6803,0.8246
6798,-0.9583
6795,-1.0654
6794,1.5046
6790,1.2812
6785,-0.3781
6780,0.5112
6775,0.3491
6771,-0.259
6766,1.105
6761,-0.9732
6757,-1.2349
6752,0.839
6747,-0.4991
6743,0.0801
6738,0.206
6733,-0.7081
6728,0.864
6724,1.3563
6724,-1.4503
6720,-1.204
6715,0.547
6710,-0.5302
6705,-0.2001
6700,0.1792
6696,-0.9131
6691,0.8876
6687,1.0942
6682,-1.0735
6677,0.4165
6672,-0.329
6668,-0.2735
6663,0.4163
6658,-0.9475
6654,-1.5078
6653,1.2292
6649,1.1528
6644,-0.78
6640,0.4904
6635,-0.007
6630,-0.1968
6625,0.7541
6620,-0.941
6617,-1.1073
6616,1.4444
6612,1.3285
6607,-0.4147
6602,0.5632
6597,0.3195
6593,-0.2024
6588,1.0792
6583,-0.9138
6579,-1.2407
6574,0.9153
6569,-0.5009
6565,0.1623
6560,0.2041
6555,-0.6202
6550,0.8625
6546,1.4234
6545,-1.3644
6541,-1.2225
6537,0.6075
6532,-0.5566
6527,-0.1457
6522,0.1434
6517,-0.8676
6513,0.846
6509,1.1229
6504,-1.1288
6503,1.5077
6499,0.4393
6494,-0.3928
6489,-0.257
6485,0.3481
6480,-0.9373
6475,1.1565
6471,1.1536
6466,-0.8673
6461,0.4956
6457,-0.0888
6452,-0.1901
6447,0.6806
6442,-0.9282
6438,-1.1556
6437,1.3796
6433,1.368
6429,-0.4601
6424,0.6062
6419,0.2811
6414,-0.1534
6409,1.0456
6405,-0.8601
6401,-1.2488
6396,0.9913
6391,-0.5033
6386,0.2453
6381,0.2019
6377,-0.5325
6372,0.862
6368,1.4922
6367,-1.278
6363,-1.2369
6358,0.6712
6353,-0.5773
6348,-0.0858
6344,0.1154
6339,-0.8163
6334,0.8119
6330,1.1588
6325,-1.1776
6325,1.4688
6320,0.4697
6316,-0.4516
6311,-0.2341
6306,0.2842
6301,-0.9216
6296,1.0873
6293,1.1533
6288,-0.9558
6283,0.4982
6278,-0.1728
6273,-0.187
6268,0.603
6264,-0.9205
6260,-1.2093
6259,1.3114
6255,1.4003
6250,-0.5107
6245,0.6424
6241,0.2358
6236,-0.1104
6231,1.0045
6226,-0.8127
6222,-1.263
6217,1.0629
6213,-0.5105
6208,0.326
6203,0.1969
6198,-0.4449
6193,0.8603
6189,-1.1908
6185,-1.2465
6180,0.7391
6175,-0.5925
6170,-0.0211
6165,0.094
6161,-0.7582
6156,0.785
6152,1.2019
6147,-1.2202
6146,1.4369
6142,0.507
6137,-0.5045
6133,-0.2063
6128,0.2243
6123,-0.902
6118,1.0212
6114,1.1551
6113,-1.5332
6109,-1.0431
6105,0.501
6100,-0.2559
6095,-0.1844
6090,0.525
6086,-0.9155
6082,-1.2694
6081,1.2392
6077,1.4248
6072,-0.5691
6067,0.6702
6062,0.182
6058,-0.0755
6053,0.9555
6048,-0.7709
6044,-1.2813
6039,1.1318
6039,-1.4959
6035,-0.5215
6030,0.4042
6025,0.1892
6020,-0.3603
6015,0.8569
6011,-1.1058
6007,-1.2537
6002,0.8094
5997,-0.6035
5992,0.0474
5988,0.078
5983,-0.6958
5978,0.7646
5974,1.2523
5973,-1.4981
5969,-1.2566
5968,1.4111
5964,0.5522
5960,-0.5507
5955,-0.1696
5950,0.171
5945,-0.8754
5941,0.9601
5937,1.1589
5936,-1.5145
5932,-1.1285
5927,0.5039
5922,-0.3401
5918,-0.1835
5913,0.4457
5908,-0.9125
5904,-1.3332
5903,1.166
5899,1.4426
5895,-0.632
5890,0.6924
5885,0.1223
5880,-0.0466
5876,0.898
5871,-0.7364
5867,-1.3068
5862,1.1949
5861,-1.4589
5857,-0.5389
5853,0.4775
5848,0.1763
5843,-0.2782
5838,0.8499
5834,-1.0229
5830,-1.2595
5825,0.8814
5820,-0.6109
5815,0.1193
5811,0.0672
5806,-0.6283
5801,0.7505
5797,1.3102
5796,-1.4368
5793,-1.2858
5792,1.3921
5788,0.6038
5783,-0.5912
5778,-0.1274
5774,0.1232
5769,-0.8429
5764,0.9036
5760,1.1665
5759,-1.49
5755,-1.2099
5751,0.5104
5746,-0.42
5741,-0.1813
5737,0.3672
5732,-0.9095
5728,-1.4013
5727,1.0914
5723,1.4546
5718,-0.7019
5714,0.707
5709,0.0554
5704,-0.0243
5700,0.8337
5695,-0.7082
5691,-1.3382
5690,1.5545
5686,1.2532
5685,-1.4281
5681,-0.5616
5677,0.5458
5672,0.1585
5667,-0.2016
5662,0.8396
5657,-0.9434
5653,-1.2652
5649,0.9535
5644,-0.6172
5639,0.1927
5634,0.0592
5630,-0.5585
5625,0.7399
5621,1.3745
5620,-1.3709
5616,-1.3089
5615,1.378
5611,0.6647
5606,-0.6247
5602,-0.0762
5597,0.0826
5592,-0.8024
5587,0.8538
5583,1.1778
5583,-1.46
5579,-1.2882
5574,0.5189
5569,-0.4979
5564,-0.1769
5560,0.2901
5555,-0.9062
5551,-1.4713
5550,1.0176
5546,1.463
5541,-0.7744
5537,0.7173
5532,-0.0175
5527,-0.0076
5522,0.7628
5518,-0.6864
5514,-1.377
5513,1.4893
5509,1.3044
5508,-1.4042
5504,-0.5912
5499,0.6084
5495,0.1343
5490,-0.1304
5485,0.8227
5480,-0.8693
5476,-1.2721
5472,1.0248
5467,-0.623
5462,0.2675
5457,0.0543
5453,-0.4847
5448,0.7339
5444,1.4451
5443,-1.3006
5439,-1.3264
5438,1.368
5434,0.7309
5430,-0.6521
5425,-0.02
5420,0.0476
5415,-0.7564
5411,0.8106
5407,1.1955
5406,-1.4232
5402,-1.3595
5401,1.5569
5397,0.5327
5393,-0.5701
5388,-0.1682
5383,0.2166
5378,-0.8996
5374,0.944
5370,1.4671
5365,-0.851
5360,0.7224
5356,-0.095
5351,0.0028
5346,0.6856
5341,-0.6704
5338,-1.4213
5337,1.4182
5333,1.3493
5332,-1.3865
5328,-0.6276
5323,0.664
5319,0.1043
5314,-0.0653
5309,0.8012
5305,-0.8005
5301,-1.2818
5296,1.0948
5295,-1.4924
5291,-0.6305
5286,0.3414
5282,0.0482
5277,-0.4108
5272,0.7288
5268,1.5211
5268,-1.2268
5264,-1.3386
5263,1.3612
5259,0.8044
5254,-0.6726
5250,0.0445
5245,0.0206
5240,-0.7036
5235,0.7737
5232,1.2181
5231,-1.3808
5227,-1.4253
5226,1.5085
5222,0.5516
5217,-0.6384
5213,-0.1553
5208,0.1468
5203,-0.8891
5199,0.8739
5195,1.4693
5194,-1.5674
5190,-0.9293
5185,0.7249
5181,-0.1757
5176,0.0101
5171,0.6037
5167,-0.6597
5163,-1.4721
5162,1.3421
5158,1.388
5157,-1.3737
5153,-0.6708
5149,0.7127
5144,0.0662
5139,-0.0076
5135,0.7721
5130,-0.7387
5126,-1.2959
5125,1.532
5121,1.1616
5121,-1.4288
5117,-0.6398
5112,0.4153
5107,0.0427
5103,-0.3354
5098,0.725
5093,-1.1512
5089,-1.3461
5089,1.3564
5085,0.8811
5080,-0.6888
5075,0.1125
5071,-0.001
5066,-0.6445
5061,0.7438
5058,1.2481
5057,-1.3317
5053,-1.4832
5052,1.4676
5048,0.5777
5044,-0.6988
5039,-0.1361
5034,0.0815
5030,-0.8734
5025,0.8068
5021,1.4708
5020,-1.5538
5016,-1.0092
5012,0.7245
5007,-0.2596
5002,0.014
4998,0.5179
4993,-0.6534
4989,-1.5289
4989,1.2604
4985,1.42
4984,-1.3665
4980,-0.7198
4975,0.7545
4971,0.0228
4966,0.0425
4961,0.7376
4957,-0.6831
4953,-1.3147
4952,1.5067
4948,1.2247
4947,-1.371
4944,-0.6547
4939,0.4856
4934,0.0334
4930,-0.2618
4925,0.7194
4920,-1.0745
4917,-1.3501
4916,1.3521
4912,0.9638
4907,-0.6991
4903,0.1866
4898,-0.0163
4893,-0.58
4889,0.7205
4885,1.2837
4884,-1.2773
4880,-1.5345
4879,1.4333
4876,0.6092
4871,-0.7529
4866,-0.1105
4862,0.0224
4857,-0.8529
4852,0.7441
4849,1.4733
4848,-1.5361
4844,-1.0883
4843,1.488
4839,0.7247
4835,-0.3451
4830,0.0167
4825,0.4303
4821,-0.649
4816,1.1766
4812,1.4453
4812,-1.3634
4808,-0.7752
4803,0.7888
4799,-0.0281
4794,0.0843
4789,0.6948
4785,-0.636
4781,-1.3396
4780,1.4742
4776,1.2839
4776,-1.319
4772,-0.6735
4767,0.5537
4762,0.0214
4758,-0.1891
4753,0.7123
4749,-0.9988
4745,-1.3524
4744,1.3467
4740,1.0472
4736,-0.7064
4731,0.2635
4726,-0.0271
4722,-0.511
4717,0.7033
4713,1.3269
4713,-1.2171
4708,1.4062
4704,0.6483
4700,-0.7997
4695,-0.0774
4690,-0.0306
4686,-0.8236
4681,0.686
4677,1.478
4677,-1.5118
4673,-1.1665
4672,1.4301
4668,0.7257
4664,-0.4305
4659,0.0181
4655,0.3401
4650,-0.6476
4645,1.0906
4642,1.4652
4641,-1.3633
4637,-0.8352
4632,0.8163
4628,-0.0835
4623,0.1201
4619,0.6469
4614,-0.5956
4610,-1.3719
4610,1.4339
4606,1.3374
4605,-1.2744
4601,-0.6997
4597,0.6163
4592,0.003
4587,-0.1207
4583,0.7011
4578,-0.9237
4575,-1.3529
4574,1.3397
4570,1.1337
4565,-0.7105
4561,0.3438
4556,-0.0331
4552,-0.4384
4547,0.691
4543,1.3754
4543,-1.1526
4538,1.3853
4534,0.6944
4530,-0.8391
4525,-0.0373
4521,-0.0772
4516,-0.7879
4512,0.634
4508,1.4858
4507,-1.4819
4503,-1.2426
4502,1.3763
4499,0.7292
4494,-0.5142
4490,0.0217
4485,0.2517
4480,-0.6465
4476,1.0042
4472,1.4805
4471,-1.3647
4468,-0.8997
4463,0.8372
4459,-0.1462
4454,0.147
4449,0.5919
4445,-0.5632
4441,-1.4107
4440,1.3872
4437,1.3849
4436,-1.2369
4432,-0.7313
4428,0.6751
4423,-0.0196
4418,-0.0557
4414,0.6856
4409,-0.8522
4406,-1.3539
4405,1.3295
4401,1.2191
4397,-0.7139
4392,0.4246
4388,-0.0369
4383,-0.3629
4379,0.6828
4375,1.4301
4374,-1.0847
4370,1.369
4366,0.7473
4361,-0.8707
4357,0.0112
4352,-0.1169
4348,-0.7434
4343,0.5887
4339,1.4986
4339,-1.4439
4335,-1.3147
4334,1.3287
4330,0.735
4326,-0.5962
4321,0.0263
4317,0.1639
4312,-0.6448
4308,0.9176
4304,1.4917
4303,-1.3669
4300,-0.9666
4295,0.8539
4291,-0.2115
4286,0.1682
4282,0.5316
4277,-0.5375
4273,-1.4573
4273,1.3334
4269,1.426
4268,-1.2065
4265,-0.7722
4260,0.727
4256,-0.0499
4251,0.0045
4247,0.6641
4242,-0.7836
4238,-1.3564
4238,1.3144
4234,1.3048
4233,-1.5588
4229,-0.7167
4225,0.5057
4220,-0.0391
4216,-0.2861
4212,0.6779
4208,1.4901
4207,-1.0131
4203,1.3578
4199,0.8065
4194,-0.8953
4190,0.0666
4185,-0.1496
4181,-0.6929
4177,0.549
4173,1.516
4172,-1.3999
4168,-1.3825
4168,1.2866
4164,0.7468
4159,-0.674
4155,0.0354
4151,0.0801
4146,-0.6398
4142,0.8339
4138,1.5001
4137,-1.3681
4133,-1.0371
4133,1.5377
4129,0.865
4125,-0.2818
4120,0.1826
4116,0.4658
4111,-0.5193
4108,-1.5106
4107,1.2736
4103,1.4618
4102,-1.1819
4099,-0.8187
4094,0.774
4090,-0.0868
4085,0.0594
4081,0.6371
4076,-0.7202
4073,-1.3617
4072,1.2949
4068,1.3865
4068,-1.4861
4064,-0.7212
4060,0.5856
4055,-0.0415
4051,-0.209
4046,0.6733
4042,-0.9404
4037,1.349
4034,0.8714
4029,-0.9133
4025,0.1295
4020,-0.175
4016,-0.6326
4012,0.517
4008,1.5396
4007,-1.3481
4004,-1.445
4003,1.2509
3999,0.7632
3995,-0.7474
3990,0.048
3986,-0.0011
3982,-0.6329
3977,0.7531
3973,1.5072
3973,-1.3669
3969,-1.1075
3968,1.4605
3965,0.8734
3960,-0.3538
3956,0.1936
3951,0.3964
3947,-0.5056
3943,1.2071
3939,1.4907
3938,-1.1635
3935,-0.8738
3930,0.814
3926,-0.1313
3922,0.1074
3917,0.6026
3913,-0.6619
3909,-1.3707
3908,1.2691
3905,1.4655
3904,-1.418
3900,-0.7284
3896,0.6632
3892,-0.0447
3887,-0.1319
3883,0.6698
3878,-0.8662
3874,1.3426
3870,0.9415
3866,-0.9252
3862,0.1975
3857,-0.1952
3853,-0.5674
3849,0.491
3844,-1.2894
3841,-1.502
3840,1.2216
3836,0.7865
3832,-0.8142
3828,0.0674
3823,-0.0754
3819,-0.621
3815,0.6761
3811,1.5144
3810,-1.3624
3807,-1.1789
3806,1.3851
3802,0.8799
3798,-0.4291
3794,0.2003
3789,0.3233
3785,-0.4962
3781,1.1366
3777,1.5138
3776,-1.1502
3773,-0.9353
3768,0.8481
3764,-0.1819
3760,0.1492
3755,0.5619
3751,-0.6104
3747,-1.3844
3747,1.238
3743,1.5397
3742,-1.3552
3739,-0.7395
3735,0.7372
3730,-0.052
3726,-0.0573
3722,0.6636
3717,-0.7933
3713,1.3352
3709,1.0154
3705,-0.9319
3701,0.2731
3696,-0.2087
3692,-0.4937
3688,0.4719
3684,-1.2234
3679,1.1989
3676,0.8151
3671,-0.8762
3667,0.0914
3663,-0.1449
3659,-0.604
3654,0.6044
3651,1.5228
3650,-1.3537
3646,-1.2484
3646,1.314
3642,0.8874
3638,-0.5035
3634,0.2059
3629,0.2478
3625,-0.49
3621,1.062
3617,1.5311
3616,-1.1408
3613,-1.0037
3609,0.8749
3604,-0.2396
3600,0.1845
3596,0.5141
3592,-0.5655
3588,-1.4042
3587,1.1992
3583,-1.2996
3580,-0.7552
3575,0.8066
3571,-0.0624
3567,0.0146
3563,0.6558
3558,-0.7206
3554,1.3278
3551,1.0925
3550,-1.4763
3546,-0.9352
3542,0.3517
3538,-0.2182
3534,-0.416
3529,0.4574
3525,-1.1522
3521,1.1824
3517,0.8516
3513,-0.9299
3509,0.1226
3505,-0.2066
3500,-0.5806
3496,0.5391
3493,1.5341
3492,-1.3386
3489,-1.3172
3488,1.2467
3484,0.8952
3480,-0.5781
3476,0.2107
3472,0.1715
3467,-0.4866
3463,0.9844
3459,-1.1347
3456,-1.0767
3451,0.8964
3447,-0.3033
3443,0.2131
3439,0.4609
3435,-0.5269
3431,-1.4296
3430,1.1553
3426,-1.2506
3423,-0.7774
3419,0.8707
3414,-0.0792
3410,0.0819
3406,0.6418
3402,-0.6512
3398,1.3168
3394,1.1724
3394,-1.4085
3390,-0.9354
3386,0.4356
3382,-0.2232
3378,-0.332
3373,0.4487
3369,-1.0762
3365,1.1709
3362,0.8932
3357,-0.9773
3353,0.16
3349,-0.262
3345,-0.5512
3341,0.4805
3337,1.55
3337,-1.3174
3333,-1.3816
3333,1.1859
3329,0.906
3325,-0.6509
3321,0.217
3317,0.0955
3313,-0.4824
3308,0.9053
3304,-1.1301
3301,-1.1544
3297,0.9127
3293,-0.3722
3289,0.2349
3284,0.4002
3280,-0.4959
3277,-1.462
3276,1.1044
3272,-1.2093
3269,-0.8057
3265,0.9284
3260,-0.1007
3256,0.1459
3252,0.6242
3248,-0.5842
3244,1.3022
3241,1.2526
3240,-1.3432
3237,-0.9348
3232,0.5199
3228,-0.227
3224,-0.2465
3220,0.443
3216,-0.9955
3212,1.1644
3209,0.9422
3205,-1.0165
3200,0.205
3196,-0.3084
3192,-0.5145
3188,0.4288
3184,-1.2892
3181,-1.4428
3180,1.1309
3177,0.921
3173,-0.7214
3169,0.2248
3165,0.0204
3160,-0.4778
3156,0.8257
3152,-1.1264
3149,-1.2361
3145,0.9242
3141,-0.4448
3137,0.2517
3133,0.3357
3129,-0.4712
3125,-1.5004
3125,1.0485
3121,-1.1742
3117,-0.8411
3113,0.9795
3109,-0.1312
3105,0.2033
3101,0.5986
3097,-0.522
3093,1.282
3090,1.333
3089,-1.2802
3086,-0.9337
3082,0.6075
3078,-0.2283
3074,-0.1578
3070,0.4403
3066,-0.9126
3062,1.1619
3059,0.9956
3055,-1.0495
3051,0.2552
3047,-0.3475
3043,-0.4715
3039,0.3853
3035,-1.2547
3031,-1.4989
3031,1.0824
3027,0.9412
3023,-0.7876
3019,0.2375
3015,-0.0525
3011,-0.47
3007,0.7473
3004,-1.1206
3000,-1.3193
3000,1.532
